order_id,product_id,customer_id,order_date,shipping_date,quantity,unit_price,discount_pct,sales_amount,shipping_method,payment_method,order_status,delivery_date,customer_segment,customer_region
4685592,21529,549338,2025-07-20,2025-07-25,1,919.39,5.0,873.42,Standard,Wallet,Delivered,2025-07-29,Small Business,South
1289330,50534,357793,2025-06-19,2025-06-21,1,1113.02,5.0,1057.37,Standard,Debit Card,Returned,2025-06-22,Consumer,West
2177892,85575,352435,2026-03-14,2026-03-15,1,3516.68,0.0,3516.68,Standard,Net Banking,Delivered,2026-03-16,Consumer,West
2396025,97797,639392,2026-02-08,2026-02-11,1,1675.71,10.0,1508.14,Express,Debit Card,Delivered,2026-02-15,Small Business,West
8262782,79641,133665,2025-12-27,2025-12-29,1,5363.01,0.0,5363.01,Standard,COD,Delivered,2026-01-03,Small Business,West
6492763,50534,218990,2025-04-03,2025-04-05,1,1113.02,10.0,1001.72,Express,Debit Card,Delivered,2025-04-12,Consumer,Central
2592972,79641,860977,2026-03-12,2026-03-19,1,5363.01,0.0,5363.01,Standard,Credit Card,Processing,,Small Business,Central
2457361,79641,361785,2025-12-20,2025-12-24,1,5363.01,10.0,4826.71,Standard,UPI,Returned,2025-12-28,Consumer,North
3144892,74568,336188,2025-05-06,2025-05-08,1,1900.16,5.0,1805.15,Standard,Credit Card,Shipped,,Small Business,North
3647086,79641,960030,2025-12-09,2025-12-13,1,5363.01,5.0,5094.86,Standard,COD,Shipped,,Consumer,East
8433702,97797,992112,2025-10-06,2025-10-09,1,1675.71,5.0,1591.92,Economy,UPI,Delivered,2025-10-13,Consumer,East
7135131,85575,697204,2025-09-15,2025-09-25,2,3516.68,20.0,5626.69,Standard,Credit Card,Delivered,2025-09-28,Consumer,South
7657863,28129,998146,2025-03-18,2025-03-19,3,6269.52,10.0,16927.7,Standard,Credit Card,Shipped,,Consumer,West
8944571,79641,263319,2025-10-21,2025-10-26,1,5363.01,15.0,4558.56,Standard,COD,Delivered,2025-10-27,Consumer,North
6477200,79641,522537,2025-03-11,2025-03-17,1,5363.01,0.0,5363.01,Standard,UPI,Cancelled,,Consumer,Central
3318371,28129,236367,2025-04-18,2025-04-19,2,6269.52,5.0,11912.09,Express,COD,Delivered,2025-04-21,Small Business,West
1339722,79641,998146,2025-03-30,2025-04-01,2,5363.01,0.0,10726.02,Economy,Credit Card,Delivered,2025-04-04,Consumer,South
5670396,21529,699277,2026-06-04,2026-06-07,1,919.39,5.0,873.42,Standard,COD,Delivered,2026-06-08,Small Business,South
5849325,74568,378914,2025-06-25,2025-07-02,1,1900.16,10.0,1710.14,Express,UPI,Delivered,2025-07-03,Consumer,South
2269174,74568,557517,2025-08-02,2025-08-06,1,1900.16,15.0,1615.14,Express,UPI,Shipped,,Consumer,North
2976201,28129,697204,2025-07-15,2025-07-20,1,6269.52,10.0,5642.57,Economy,Debit Card,Returned,2025-07-23,Consumer,South
5265105,97797,897573,2026-05-04,2026-05-10,1,1675.71,10.0,1508.14,Express,Credit Card,Delivered,2026-05-12,Small Business,Central
5933322,79641,539708,2025-11-07,2025-11-13,1,5363.01,0.0,5363.01,Standard,COD,Delivered,2025-11-15,Consumer,East
2510643,79641,441953,2026-05-16,2026-05-20,1,5363.01,0.0,5363.01,Express,COD,Delivered,2026-05-23,Small Business,West
7415713,56188,762879,2025-07-04,2025-07-08,1,3443.64,15.0,2927.09,Economy,Debit Card,Delivered,2025-07-11,Consumer,East
1099147,79641,336188,2025-03-19,2025-03-24,1,5363.01,0.0,5363.01,Standard,COD,Delivered,2025-03-25,Small Business,East
7013250,85575,229497,2025-11-05,2025-11-08,2,3516.68,0.0,7033.36,Economy,Credit Card,Delivered,2025-11-09,Consumer,South
7637363,85575,637227,2025-07-28,2025-08-03,1,3516.68,20.0,2813.34,Economy,Credit Card,Delivered,2025-08-10,Consumer,South
2813710,28129,227114,2026-03-08,2026-03-09,1,6269.52,25.0,4702.14,Standard,Credit Card,Delivered,2026-03-14,Corporate,East
4985572,97797,211372,2026-04-23,2026-04-25,1,1675.71,10.0,1508.14,Economy,Debit Card,Delivered,2026-04-26,Consumer,South
6221884,68899,204369,2025-10-01,2025-10-07,3,2456.67,5.0,7001.51,Express,Credit Card,Processing,,Consumer,West
4710194,56188,276775,2026-06-14,2026-06-17,1,3443.64,15.0,2927.09,Express,Debit Card,Delivered,2026-06-20,Consumer,South
1643714,74568,579772,2025-11-04,2025-11-06,1,1900.16,0.0,1900.16,Express,Credit Card,Delivered,2025-11-13,Small Business,West
5985700,28129,301050,2025-06-17,2025-06-19,1,6269.52,5.0,5956.04,Economy,Net Banking,Shipped,,Consumer,North
4289131,74568,378914,2025-10-08,2025-10-12,2,1900.16,5.0,3610.3,Express,Wallet,Shipped,,Consumer,West
2563663,97797,116053,2025-01-27,2025-02-02,2,1675.71,20.0,2681.14,Express,UPI,Processing,,Consumer,North
2215662,21529,513963,2026-03-10,2026-03-11,3,919.39,20.0,2206.54,Standard,Credit Card,Delivered,2026-03-15,Consumer,South
7554889,74568,384300,2025-03-12,2025-03-13,2,1900.16,10.0,3420.29,Standard,Net Banking,Delivered,2025-03-17,Consumer,East
7492737,28129,906386,2025-07-08,2025-07-12,1,6269.52,0.0,6269.52,Economy,Debit Card,Cancelled,,Consumer,South
8707308,17733,972317,2025-11-08,2025-11-16,1,3137.12,10.0,2823.41,Express,Net Banking,Delivered,2025-11-22,Small Business,Central
4736361,79641,195305,2025-01-31,2025-02-03,1,5363.01,0.0,5363.01,Standard,UPI,Delivered,2025-02-06,Consumer,Central
8067704,97797,709849,2025-02-26,2025-03-06,2,1675.71,20.0,2681.14,Economy,Debit Card,Returned,2025-03-10,Consumer,West
1725240,21529,469154,2025-12-28,2026-01-04,2,919.39,0.0,1838.78,Economy,Credit Card,Delivered,2026-01-06,Consumer,North
2431108,79641,555666,2025-02-21,2025-02-24,1,5363.01,0.0,5363.01,Express,Wallet,Shipped,,Consumer,West
3175283,79641,276775,2025-10-03,2025-10-09,3,5363.01,15.0,13675.68,Standard,COD,Processing,,Consumer,East
8219106,79641,592041,2025-07-24,2025-07-29,1,5363.01,5.0,5094.86,Express,UPI,Delivered,2025-08-04,Consumer,North
7050990,17733,823918,2025-05-24,2025-05-28,1,3137.12,15.0,2666.55,Standard,COD,Shipped,,Consumer,West
3093586,79641,175945,2025-05-02,2025-05-05,1,5363.01,0.0,5363.01,Standard,COD,Delivered,2025-05-10,Small Business,West
9659457,74568,940868,2026-02-10,2026-02-16,3,1900.16,15.0,4845.41,Express,Credit Card,Processing,,Consumer,South
2107915,79641,960030,2026-06-03,2026-06-09,3,5363.01,0.0,16089.03,Economy,Net Banking,Cancelled,,Consumer,East
4730811,79641,860977,2025-04-03,2025-04-08,1,5363.01,0.0,5363.01,Standard,Debit Card,Processing,,Small Business,East
9291288,78497,218990,2026-06-08,2026-06-22,4,725.77,10.0,2612.77,Economy,UPI,Delivered,2026-06-23,Consumer,West
2192814,74568,762879,2025-11-19,2025-11-23,3,1900.16,0.0,5700.48,Economy,Credit Card,Shipped,,Consumer,West
3606154,85575,762879,2025-12-06,2025-12-12,3,3516.68,10.0,9495.04,Standard,COD,Cancelled,,Consumer,South
2696654,78497,960030,2026-01-03,2026-01-10,3,725.77,0.0,2177.31,Standard,Net Banking,Delivered,2026-01-13,Consumer,North
6394732,56188,307157,2025-12-31,2026-01-02,1,3443.64,0.0,3443.64,Express,Debit Card,Delivered,2026-01-08,Consumer,West
6233693,79641,579772,2026-03-19,2026-03-20,2,5363.01,15.0,9117.12,Same Day,Debit Card,Delivered,2026-03-25,Small Business,South
6456911,56188,140413,2025-10-06,2025-10-09,2,3443.64,0.0,6887.28,Standard,UPI,Processing,,Consumer,East
6902707,78497,211372,2025-10-27,2025-11-02,2,725.77,10.0,1306.39,Express,Net Banking,Delivered,2025-11-09,Consumer,South
2722858,79641,490432,2025-07-16,2025-07-19,1,5363.01,15.0,4558.56,Express,COD,Delivered,2025-07-20,Consumer,North
3021300,68899,764486,2025-03-14,2025-03-19,2,2456.67,0.0,4913.34,Same Day,Debit Card,Cancelled,,Corporate,South
6796059,56188,218631,2025-12-15,2025-12-16,4,3443.64,15.0,11708.38,Express,UPI,Cancelled,,Corporate,South
1510390,74568,513963,2025-01-24,2025-01-27,1,1900.16,5.0,1805.15,Standard,UPI,Returned,2025-01-29,Consumer,North
9870319,17733,754177,2025-06-20,2025-06-24,5,3137.12,5.0,14901.32,Standard,Debit Card,Delivered,2025-07-01,Consumer,West
7640336,97797,637227,2025-03-07,2025-03-09,1,1675.71,0.0,1675.71,Standard,UPI,Delivered,2025-03-15,Consumer,West
8840991,78497,670563,2025-05-03,2025-05-10,1,725.77,15.0,616.9,Economy,Credit Card,Delivered,2025-05-11,Consumer,Central
5781346,87260,475309,2025-12-05,2025-12-07,1,3209.12,10.0,2888.21,Economy,Credit Card,Delivered,2025-12-08,Consumer,East
3123760,28129,319445,2025-12-01,2025-12-08,2,6269.52,10.0,11285.14,Economy,Debit Card,Processing,,Consumer,North
9531036,68899,550630,2025-09-06,2025-09-08,1,2456.67,25.0,1842.5,Standard,COD,Delivered,2025-09-11,Consumer,West
5460163,28129,843515,2025-03-05,2025-03-19,1,6269.52,5.0,5956.04,Express,Debit Card,Delivered,2025-03-22,Consumer,West
3346215,68899,969595,2025-09-12,2025-09-16,2,2456.67,20.0,3930.67,Standard,Debit Card,Delivered,2025-09-22,Consumer,West
6300511,78497,520640,2025-07-31,2025-08-02,1,725.77,15.0,616.9,Standard,Net Banking,Delivered,2025-08-07,Consumer,Central
6786405,74568,887032,2026-01-11,2026-01-12,1,1900.16,20.0,1520.13,Standard,COD,Processing,,Corporate,East
5243192,97797,579772,2025-11-13,2025-11-14,3,1675.71,20.0,4021.7,Economy,UPI,Shipped,,Small Business,South
2274750,28129,433775,2025-10-09,2025-10-13,2,6269.52,25.0,9404.28,Standard,Credit Card,Delivered,2025-10-19,Corporate,Central
5217696,79641,108922,2025-10-08,2025-10-14,2,5363.01,0.0,10726.02,Express,UPI,Delivered,2025-10-21,Corporate,West
2506229,79641,197699,2026-06-11,2026-06-14,2,5363.01,15.0,9117.12,Economy,UPI,Delivered,2026-06-17,Consumer,South
9188189,28129,789525,2026-02-05,2026-02-08,5,6269.52,15.0,26645.46,Express,UPI,Delivered,2026-02-09,Consumer,West
8945958,79641,181824,2025-10-12,2025-10-16,1,5363.01,10.0,4826.71,Standard,Debit Card,Cancelled,,Consumer,West
4869268,79641,659588,2025-10-04,2025-10-08,1,5363.01,5.0,5094.86,Economy,Credit Card,Delivered,2025-10-11,Consumer,Central
5213738,18030,887032,2025-01-19,2025-01-24,1,2921.51,25.0,2191.13,Express,Debit Card,Delivered,2025-01-28,Corporate,East
4079695,21529,490297,2026-05-29,2026-06-02,1,919.39,0.0,919.39,Standard,Net Banking,Shipped,,Consumer,West
2043088,18030,522537,2025-07-14,2025-07-19,2,2921.51,10.0,5258.72,Express,Debit Card,Delivered,2025-07-20,Consumer,West
9880417,28129,475309,2025-06-09,2025-06-23,2,6269.52,10.0,11285.14,Economy,Credit Card,Delivered,2025-06-26,Consumer,North
4148021,48964,175945,2026-06-30,2026-07-03,1,770.14,0.0,770.14,Standard,UPI,Delivered,2026-07-06,Small Business,West
8855457,78497,181824,2026-01-09,2026-01-10,1,725.77,15.0,616.9,Express,Net Banking,Delivered,2026-01-14,Consumer,South
3726404,79641,856696,2025-02-03,2025-02-05,2,5363.01,0.0,10726.02,Standard,Credit Card,Delivered,2025-02-06,Small Business,North
1996409,79641,902639,2025-02-13,2025-02-17,5,5363.01,10.0,24133.54,Standard,UPI,Processing,,Corporate,West
2768231,21529,477196,2025-01-18,2025-01-21,1,919.39,15.0,781.48,Economy,UPI,Cancelled,,Small Business,West
7213098,79641,599664,2025-11-21,2025-11-29,1,5363.01,5.0,5094.86,Standard,Debit Card,Delivered,2025-12-02,Consumer,West
8658388,85575,791659,2025-02-20,2025-02-24,1,3516.68,15.0,2989.18,Standard,COD,Delivered,2025-03-03,Consumer,Central
7236308,18474,122589,2026-05-24,2026-05-28,1,1417.87,0.0,1417.87,Standard,COD,Delivered,2026-06-03,Small Business,South
7402567,79641,932301,2026-05-26,2026-06-01,1,5363.01,15.0,4558.56,Standard,Debit Card,Delivered,2026-06-02,Corporate,North
6577239,79641,966752,2025-11-01,2025-11-04,1,5363.01,25.0,4022.26,Standard,Credit Card,Delivered,2025-11-06,Consumer,West
3422102,18474,695423,2025-11-27,2025-12-03,2,1417.87,0.0,2835.74,Express,Debit Card,Delivered,2025-12-04,Consumer,North
4923815,78497,772034,2025-06-29,2025-06-30,1,725.77,10.0,653.19,Standard,Credit Card,Delivered,2025-07-04,Consumer,West
4615238,79641,992112,2025-02-15,2025-02-19,1,5363.01,10.0,4826.71,Standard,UPI,Cancelled,,Consumer,West
7496079,48964,181824,2026-01-22,2026-01-30,1,770.14,10.0,693.13,Economy,COD,Processing,,Consumer,North
9025849,48964,902639,2025-03-12,2025-03-18,3,770.14,15.0,1963.86,Economy,Wallet,Delivered,2025-03-22,Corporate,North
5737522,85575,940868,2025-03-02,2025-03-08,1,3516.68,10.0,3165.01,Standard,Debit Card,Shipped,,Consumer,West
4169853,78497,843319,2025-07-10,2025-07-13,1,725.77,10.0,653.19,Standard,UPI,Delivered,2025-07-14,Consumer,South
3702394,74568,639392,2025-01-09,2025-01-15,1,1900.16,0.0,1900.16,Standard,Credit Card,Shipped,,Small Business,Central
4668486,79641,902639,2025-09-12,2025-09-16,2,5363.01,5.0,10189.72,Standard,UPI,Delivered,2025-09-22,Corporate,West
9868322,78497,366863,2026-01-02,2026-01-06,3,725.77,20.0,1741.85,Standard,Credit Card,Delivered,2026-01-13,Consumer,West
3605330,74568,181824,2026-03-08,2026-03-09,1,1900.16,0.0,1900.16,Economy,COD,Delivered,2026-03-15,Consumer,South
6588192,21529,773657,2025-11-22,2025-11-24,1,919.39,10.0,827.45,Same Day,Wallet,Delivered,2025-12-01,Consumer,West
9521683,56188,436252,2026-04-04,2026-04-08,1,3443.64,0.0,3443.64,Standard,Credit Card,Delivered,2026-04-12,Small Business,North
2668242,79641,887032,2025-08-29,2025-08-30,2,5363.01,15.0,9117.12,Economy,UPI,Delivered,2025-09-05,Corporate,North
9776430,78497,671259,2026-04-05,2026-04-10,3,725.77,10.0,1959.58,Standard,UPI,Delivered,2026-04-17,Corporate,South
9626127,74568,140413,2025-10-16,2025-10-22,1,1900.16,5.0,1805.15,Standard,Wallet,Delivered,2025-10-29,Consumer,North
1317530,48964,181824,2025-05-21,2025-05-29,1,770.14,0.0,770.14,Standard,UPI,Delivered,2025-05-31,Consumer,South
6778158,74568,119446,2026-05-29,2026-05-31,2,1900.16,5.0,3610.3,Standard,Credit Card,Delivered,2026-06-02,Small Business,North
5480936,78497,862279,2025-06-20,2025-06-28,2,725.77,25.0,1088.66,Economy,UPI,Delivered,2025-07-01,Consumer,West
7548156,85575,823918,2025-01-19,2025-01-20,1,3516.68,10.0,3165.01,Standard,Credit Card,Delivered,2025-01-24,Consumer,South
2834687,28129,897573,2025-06-01,2025-06-05,1,6269.52,10.0,5642.57,Express,UPI,Delivered,2025-06-12,Small Business,North
8736000,21529,622972,2025-08-08,2025-08-14,1,919.39,15.0,781.48,Standard,Credit Card,Delivered,2025-08-17,Corporate,South
4556807,18030,211372,2025-07-31,2025-08-01,2,2921.51,5.0,5550.87,Economy,UPI,Processing,,Consumer,West
3394086,85575,772034,2025-10-23,2025-10-24,2,3516.68,5.0,6681.69,Express,Wallet,Delivered,2025-10-31,Consumer,South
6569829,18030,116053,2026-04-25,2026-04-26,2,2921.51,5.0,5550.87,Express,Credit Card,Delivered,2026-05-03,Consumer,North
6338018,87260,119446,2025-06-30,2025-07-04,3,3209.12,0.0,9627.36,Standard,Debit Card,Delivered,2025-07-06,Small Business,West
6381109,97797,401988,2025-10-22,2025-10-28,1,1675.71,15.0,1424.35,Economy,Net Banking,Delivered,2025-10-30,Consumer,North
5945337,85575,636431,2025-07-25,2025-07-27,1,3516.68,20.0,2813.34,Express,Credit Card,Delivered,2025-07-29,Small Business,East
2135517,79641,122589,2026-03-20,2026-03-22,1,5363.01,20.0,4290.41,Standard,UPI,Delivered,2026-03-28,Small Business,North
4412081,68899,902400,2025-04-14,2025-04-18,3,2456.67,20.0,5896.01,Economy,UPI,Processing,,Small Business,West
2410692,85575,330334,2025-03-13,2025-03-15,2,3516.68,5.0,6681.69,Standard,Debit Card,Delivered,2025-03-18,Consumer,East
4887362,97797,119446,2025-10-14,2025-10-19,1,1675.71,5.0,1591.92,Standard,Wallet,Delivered,2025-10-20,Small Business,West
7037986,79641,384068,2025-12-18,2025-12-26,1,5363.01,10.0,4826.71,Express,UPI,Delivered,2025-12-30,Consumer,Central
9324551,48964,112541,2026-03-05,2026-03-10,2,770.14,25.0,1155.21,Standard,UPI,Delivered,2026-03-16,Consumer,North
5098834,28129,195305,2025-11-17,2025-11-24,2,6269.52,15.0,10658.18,Standard,Credit Card,Processing,,Consumer,West
6933238,21529,659588,2026-02-18,2026-02-22,2,919.39,10.0,1654.9,Standard,Credit Card,Delivered,2026-02-24,Consumer,East
6146524,79641,217945,2025-08-22,2025-08-28,1,5363.01,10.0,4826.71,Standard,Credit Card,Delivered,2025-09-02,Consumer,South
3621680,50534,637227,2025-01-23,2025-01-25,3,1113.02,15.0,2838.2,Standard,COD,Shipped,,Consumer,South
3076038,74568,226199,2025-03-20,2025-03-21,2,1900.16,20.0,3040.26,Standard,COD,Delivered,2025-03-26,Corporate,South
2008071,74568,172779,2025-01-28,2025-02-02,2,1900.16,15.0,3230.27,Economy,Wallet,Delivered,2025-02-09,Consumer,North
9642254,56188,636431,2025-07-19,2025-07-20,2,3443.64,5.0,6542.92,Express,Credit Card,Shipped,,Small Business,North
7613680,17733,119900,2025-10-11,2025-10-18,3,3137.12,5.0,8940.79,Express,UPI,Delivered,2025-10-23,Consumer,East
2215246,74568,765050,2025-08-02,2025-08-07,3,1900.16,10.0,5130.43,Standard,Net Banking,Delivered,2025-08-13,Consumer,West
3901825,97797,975770,2025-11-06,2025-11-14,2,1675.71,5.0,3183.85,Express,UPI,Returned,2025-11-16,Small Business,North
8608580,18030,549338,2025-10-05,2025-10-08,1,2921.51,20.0,2337.21,Standard,Credit Card,Delivered,2025-10-10,Small Business,North
4690127,48964,636431,2025-12-21,2025-12-25,1,770.14,10.0,693.13,Standard,COD,Delivered,2025-12-26,Small Business,North
3174071,28129,843515,2025-12-16,2025-12-21,2,6269.52,10.0,11285.14,Express,Credit Card,Delivered,2025-12-24,Consumer,South
6456179,85575,211372,2025-07-13,2025-07-16,2,3516.68,5.0,6681.69,Standard,Credit Card,Delivered,2025-07-17,Consumer,South
9288463,18030,384068,2025-07-28,2025-08-01,1,2921.51,10.0,2629.36,Same Day,COD,Delivered,2025-08-07,Consumer,North
1949987,18030,671259,2025-11-15,2025-11-20,1,2921.51,10.0,2629.36,Economy,UPI,Delivered,2025-11-21,Corporate,West
3276564,68899,116164,2025-11-20,2025-11-30,3,2456.67,0.0,7370.01,Economy,Debit Card,Delivered,2025-12-05,Consumer,West
9368913,85575,197699,2025-07-11,2025-07-16,3,3516.68,20.0,8440.03,Standard,UPI,Shipped,,Consumer,South
6743621,79641,671259,2025-07-20,2025-07-22,4,5363.01,5.0,20379.44,Standard,COD,Delivered,2025-07-29,Corporate,West
8136358,48964,204369,2025-12-27,2025-12-31,1,770.14,5.0,731.63,Standard,Credit Card,Shipped,,Consumer,West
8039161,56188,969595,2025-12-09,2025-12-13,2,3443.64,0.0,6887.28,Economy,Net Banking,Shipped,,Consumer,West
4833679,68899,974569,2025-03-31,2025-04-02,3,2456.67,10.0,6633.01,Economy,Debit Card,Shipped,,Consumer,North
3302270,79641,827309,2025-09-16,2025-09-19,1,5363.01,15.0,4558.56,Economy,Credit Card,Shipped,,Consumer,Central
4177197,74568,877837,2026-05-01,2026-05-04,1,1900.16,20.0,1520.13,Standard,UPI,Processing,,Consumer,South
2686501,18030,105859,2025-01-26,2025-01-28,5,2921.51,0.0,14607.55,Economy,UPI,Delivered,2025-01-29,Consumer,West
8638947,79641,743830,2026-04-09,2026-04-13,1,5363.01,25.0,4022.26,Express,Credit Card,Delivered,2026-04-20,Consumer,East
8462637,87260,794726,2025-04-17,2025-04-19,2,3209.12,15.0,5455.5,Economy,Debit Card,Returned,2025-04-24,Consumer,West
7205274,28129,972314,2025-10-16,2025-10-20,2,6269.52,5.0,11912.09,Express,UPI,Delivered,2025-10-21,Consumer,Central
4441537,18030,227114,2025-09-08,2025-09-10,2,2921.51,0.0,5843.02,Standard,UPI,Delivered,2025-09-15,Corporate,South
7765331,48964,263319,2025-01-08,2025-01-13,1,770.14,5.0,731.63,Standard,Net Banking,Returned,2025-01-16,Consumer,West
4747087,28129,197699,2026-05-14,2026-05-16,2,6269.52,20.0,10031.23,Economy,Wallet,Delivered,2026-05-18,Consumer,South
9648445,28129,382353,2025-09-23,2025-09-30,1,6269.52,5.0,5956.04,Standard,Debit Card,Delivered,2025-10-04,Consumer,South
7740350,78497,116053,2026-06-04,2026-06-05,3,725.77,10.0,1959.58,Standard,UPI,Delivered,2026-06-11,Consumer,East
6655384,78497,263319,2025-06-26,2025-06-30,1,725.77,15.0,616.9,Standard,UPI,Delivered,2025-07-01,Consumer,West
2698363,97797,843319,2026-04-15,2026-04-18,2,1675.71,20.0,2681.14,Standard,UPI,Delivered,2026-04-21,Consumer,East
3989302,78497,105859,2026-05-18,2026-05-20,2,725.77,10.0,1306.39,Economy,Credit Card,Delivered,2026-05-27,Consumer,North
9167788,17733,172779,2025-11-05,2025-11-09,1,3137.12,15.0,2666.55,Standard,Debit Card,Cancelled,,Consumer,East
4052769,97797,112541,2025-05-10,2025-05-16,1,1675.71,0.0,1675.71,Standard,Credit Card,Delivered,2025-05-17,Consumer,East
5640998,74568,906386,2025-12-23,2025-12-30,2,1900.16,20.0,3040.26,Economy,Debit Card,Delivered,2026-01-03,Consumer,West
5665080,28129,977488,2025-11-02,2025-11-05,1,6269.52,5.0,5956.04,Express,COD,Processing,,Consumer,South
2377265,28129,388350,2026-05-30,2026-06-01,1,6269.52,0.0,6269.52,Standard,UPI,Shipped,,Consumer,East
7591270,79641,181824,2025-09-15,2025-09-20,1,5363.01,25.0,4022.26,Standard,UPI,Delivered,2025-09-25,Consumer,South
9700897,79641,233384,2025-06-16,2025-06-20,4,5363.01,0.0,21452.04,Standard,UPI,Delivered,2025-06-21,Consumer,West
2060518,21529,964228,2025-04-02,2025-04-04,1,919.39,0.0,919.39,Standard,UPI,Delivered,2025-04-10,Consumer,West
3128989,28129,119900,2025-12-29,2026-01-03,1,6269.52,10.0,5642.57,Standard,UPI,Processing,,Consumer,West
3117116,50534,370842,2026-06-16,2026-06-20,4,1113.02,5.0,4229.48,Standard,UPI,Delivered,2026-06-25,Consumer,East
8648016,74568,353063,2025-01-20,2025-01-25,1,1900.16,0.0,1900.16,Same Day,Net Banking,Delivered,2025-02-01,Consumer,South
9989149,79641,757146,2026-01-25,2026-01-28,1,5363.01,10.0,4826.71,Economy,Credit Card,Shipped,,Consumer,North
7253657,18030,670867,2026-05-20,2026-05-23,1,2921.51,15.0,2483.28,Economy,UPI,Delivered,2026-05-25,Small Business,Central
4958159,48964,794726,2025-02-23,2025-02-25,1,770.14,15.0,654.62,Standard,UPI,Delivered,2025-02-28,Consumer,West
7600948,74568,670563,2025-03-17,2025-03-22,1,1900.16,0.0,1900.16,Standard,Net Banking,Processing,,Consumer,North
4228834,74568,789525,2025-12-26,2025-12-28,2,1900.16,10.0,3420.29,Economy,COD,Shipped,,Consumer,West
2398541,74568,336188,2025-12-09,2025-12-15,1,1900.16,15.0,1615.14,Same Day,Net Banking,Delivered,2025-12-20,Small Business,West
5252179,85575,388560,2025-02-19,2025-02-25,2,3516.68,0.0,7033.36,Express,UPI,Delivered,2025-03-02,Corporate,West
4013787,97797,806283,2026-03-27,2026-04-01,1,1675.71,0.0,1675.71,Standard,Credit Card,Delivered,2026-04-02,Consumer,South
2650717,74568,119446,2025-10-23,2025-10-24,1,1900.16,0.0,1900.16,Standard,UPI,Delivered,2025-10-28,Small Business,South
7706090,79641,430456,2026-05-09,2026-05-12,1,5363.01,10.0,4826.71,Express,Wallet,Delivered,2026-05-13,Consumer,South
6659800,97797,568904,2026-04-22,2026-04-26,1,1675.71,0.0,1675.71,Express,COD,Shipped,,Consumer,West
9950150,50534,401988,2026-03-15,2026-03-19,2,1113.02,15.0,1892.13,Standard,Wallet,Delivered,2026-03-22,Consumer,West
3881805,21529,699277,2025-10-20,2025-10-27,1,919.39,25.0,689.54,Economy,Credit Card,Delivered,2025-10-29,Small Business,North
6812269,85575,998146,2025-06-06,2025-06-09,1,3516.68,0.0,3516.68,Express,Net Banking,Delivered,2025-06-16,Consumer,West
5045556,79641,969595,2025-10-15,2025-10-22,1,5363.01,10.0,4826.71,Express,COD,Shipped,,Consumer,East
2374210,74568,336188,2025-03-11,2025-03-13,2,1900.16,0.0,3800.32,Standard,UPI,Delivered,2025-03-14,Small Business,Central
1666604,74568,610529,2025-12-13,2025-12-16,1,1900.16,0.0,1900.16,Same Day,UPI,Delivered,2025-12-19,Consumer,North
4629888,18030,172779,2025-03-31,2025-04-01,2,2921.51,15.0,4966.57,Same Day,UPI,Delivered,2025-04-07,Consumer,North
7783915,48964,104775,2025-10-18,2025-10-23,1,770.14,5.0,731.63,Standard,UPI,Delivered,2025-10-24,Consumer,North
6532570,48964,210470,2025-02-08,2025-02-10,1,770.14,20.0,616.11,Express,Debit Card,Returned,2025-02-14,Small Business,North
2569542,87260,940868,2025-07-03,2025-07-06,2,3209.12,10.0,5776.42,Express,Credit Card,Processing,,Consumer,Central
7907984,87260,862279,2025-05-26,2025-06-01,1,3209.12,0.0,3209.12,Economy,Wallet,Delivered,2025-06-08,Consumer,Central
9351685,50534,940868,2025-11-28,2025-12-02,1,1113.02,5.0,1057.37,Standard,COD,Delivered,2025-12-03,Consumer,South
5426128,79641,960030,2026-02-27,2026-02-28,4,5363.01,0.0,21452.04,Economy,Wallet,Shipped,,Consumer,North
7187804,79641,312773,2025-02-10,2025-02-11,1,5363.01,20.0,4290.41,Standard,Debit Card,Delivered,2025-02-15,Consumer,East
3768855,74568,977488,2026-04-06,2026-04-10,1,1900.16,10.0,1710.14,Standard,Credit Card,Returned,2026-04-12,Consumer,West
8444894,85575,361785,2026-04-12,2026-04-15,1,3516.68,5.0,3340.85,Standard,Debit Card,Delivered,2026-04-20,Consumer,South
5334149,79641,957476,2025-07-26,2025-07-28,1,5363.01,10.0,4826.71,Standard,Wallet,Delivered,2025-07-30,Corporate,North
2527349,56188,122589,2025-12-13,2025-12-17,2,3443.64,10.0,6198.55,Standard,UPI,Delivered,2025-12-21,Small Business,North
5055028,78497,750976,2025-08-27,2025-08-29,1,725.77,15.0,616.9,Express,COD,Delivered,2025-08-30,Consumer,South
9907926,85575,902400,2025-04-12,2025-04-16,4,3516.68,0.0,14066.72,Same Day,Debit Card,Delivered,2025-04-21,Small Business,West
8743327,79641,209641,2025-10-25,2025-10-28,2,5363.01,0.0,10726.02,Standard,UPI,Shipped,,Consumer,West
7495421,74568,579772,2025-03-03,2025-03-05,4,1900.16,0.0,7600.64,Economy,Net Banking,Delivered,2025-03-06,Small Business,South
9037293,79641,248125,2026-04-23,2026-04-25,2,5363.01,5.0,10189.72,Standard,Credit Card,Delivered,2026-04-27,Small Business,Central
7101781,56188,799603,2026-05-19,2026-05-21,3,3443.64,10.0,9297.83,Express,COD,Delivered,2026-05-22,Consumer,East
3118434,78497,441953,2026-03-20,2026-03-21,2,725.77,0.0,1451.54,Economy,UPI,Processing,,Small Business,South
